run_id,dataset_id,dataset_slug,stage,seed,status,val_loss,best_val_loss,gpu_hours,elapsed_sec,peak_mem_mb,train_curve_path,retry_count,timestamp,hp_json,metafeatures_json,error_class,error_message,ttr_score,hapax_ratio,zipf_alpha,mean_seq_len,std_seq_len,token_entropy,char_per_token,lora_r,learning_rate,lora_alpha,lora_dropout,batch_size
stage1_huggingfaceh4_ultrachat_200k_0005_s1_2217406,HuggingFaceH4/ultrachat_200k,huggingfaceh4_ultrachat_200k,stage1,1,ok,2.786498440991764,2.7575095288177685,0.6847118097033258,2464.9625149319727,11569.2,outputs/history/curves/stage1_huggingfaceh4_ultrachat_200k_0005_s1_2217406.jsonl,0,2026-02-21T19:21:07.381582+00:00,"{""batch_size"": 16, ""learning_rate"": 0.00030500114862575065, ""lora_alpha"": 8, ""lora_dropout"": 0.16751265660157952, ""lora_r"": 8}","{""char_per_token"": 5.0909955, ""examples_sampled"": 1781.0, ""hapax_ratio"": 0.30592932939503337, ""mean_seq_len"": 1122.9646266142618, ""std_seq_len"": 551.3506842976675, ""token_entropy"": 9.998782506776891, ""tokens_sampled"": 2000000.0, ""ttr_score"": 0.018282, ""zipf_alpha"": 1.5963069773928256}",,,0.018282,0.30592932939503337,1.5963069773928256,1122.9646266142618,551.3506842976675,9.998782506776891,5.0909955,8,0.00030500114862575065,8,0.16751265660157952,16
stage1_huggingfaceh4_ultrachat_200k_0003_s1_7157292,HuggingFaceH4/ultrachat_200k,huggingfaceh4_ultrachat_200k,stage1,1,ok,2.8875479966479407,2.8585590844739452,0.8086396224537606,2911.1026408335383,12649.2,outputs/history/curves/stage1_huggingfaceh4_ultrachat_200k_0003_s1_7157292.jsonl,0,2026-02-21T19:21:07.381918+00:00,"{""batch_size"": 16, ""learning_rate"": 0.0004162421428950958, ""lora_alpha"": 128, ""lora_dropout"": 0.14619589029835406, ""lora_r"": 64}","{""char_per_token"": 5.0909955, ""examples_sampled"": 1781.0, ""hapax_ratio"": 0.30592932939503337, ""mean_seq_len"": 1122.9646266142618, ""std_seq_len"": 551.3506842976675, ""token_entropy"": 9.998782506776891, ""tokens_sampled"": 2000000.0, ""ttr_score"": 0.018282, ""zipf_alpha"": 1.5963069773928256}",,,0.018282,0.30592932939503337,1.5963069773928256,1122.9646266142618,551.3506842976675,9.998782506776891,5.0909955,64,0.0004162421428950958,128,0.14619589029835406,16
stage1_huggingfaceh4_ultrachat_200k_0004_s1_8741480,HuggingFaceH4/ultrachat_200k,huggingfaceh4_ultrachat_200k,stage1,1,ok,2.821540010824914,2.7925510986509186,1.5300393965353585,5508.141827527291,9641.2,outputs/history/curves/stage1_huggingfaceh4_ultrachat_200k_0004_s1_8741480.jsonl,0,2026-02-21T19:21:07.382494+00:00,"{""batch_size"": 8, ""learning_rate"": 8.97360299597451e-05, ""lora_alpha"": 64, ""lora_dropout"": 0.06993563594763712, ""lora_r"": 32}","{""char_per_token"": 5.0909955, ""examples_sampled"": 1781.0, ""hapax_ratio"": 0.30592932939503337, ""mean_seq_len"": 1122.9646266142618, ""std_seq_len"": 551.3506842976675, ""token_entropy"": 9.998782506776891, ""tokens_sampled"": 2000000.0, ""ttr_score"": 0.018282, ""zipf_alpha"": 1.5963069773928256}",,,0.018282,0.30592932939503337,1.5963069773928256,1122.9646266142618,551.3506842976675,9.998782506776891,5.0909955,32,8.97360299597451e-05,64,0.06993563594763712,8
stage1_huggingfaceh4_ultrachat_200k_0000_s1_1592953,HuggingFaceH4/ultrachat_200k,huggingfaceh4_ultrachat_200k,stage1,1,ok,3.0095022740992388,2.9805133619252433,0.6477768433731523,2331.9966361433485,11621.2,outputs/history/curves/stage1_huggingfaceh4_ultrachat_200k_0000_s1_1592953.jsonl,0,2026-02-21T19:21:07.382564+00:00,"{""batch_size"": 16, ""learning_rate"": 0.0009074730198669983, ""lora_alpha"": 64, ""lora_dropout"": 0.020135269654609943, ""lora_r"": 4}","{""char_per_token"": 5.0909955, ""examples_sampled"": 1781.0, ""hapax_ratio"": 0.30592932939503337, ""mean_seq_len"": 1122.9646266142618, ""std_seq_len"": 551.3506842976675, ""token_entropy"": 9.998782506776891, ""tokens_sampled"": 2000000.0, ""ttr_score"": 0.018282, ""zipf_alpha"": 1.5963069773928256}",,,0.018282,0.30592932939503337,1.5963069773928256,1122.9646266142618,551.3506842976675,9.998782506776891,5.0909955,4,0.0009074730198669983,64,0.020135269654609943,16
stage1_huggingfaceh4_ultrachat_200k_0002_s1_8403775,HuggingFaceH4/ultrachat_200k,huggingfaceh4_ultrachat_200k,stage1,1,ok,2.630707920652439,2.6017190084784434,0.723752735441846,2605.5098475906457,11737.2,outputs/history/curves/stage1_huggingfaceh4_ultrachat_200k_0002_s1_8403775.jsonl,0,2026-02-21T19:21:07.383084+00:00,"{""batch_size"": 16, ""learning_rate"": 0.00018562292027916264, ""lora_alpha"": 32, ""lora_dropout"": 0.049475280333664357, ""lora_r"": 16}","{""char_per_token"": 5.0909955, ""examples_sampled"": 1781.0, ""hapax_ratio"": 0.30592932939503337, ""mean_seq_len"": 1122.9646266142618, ""std_seq_len"": 551.3506842976675, ""token_entropy"": 9.998782506776891, ""tokens_sampled"": 2000000.0, ""ttr_score"": 0.018282, ""zipf_alpha"": 1.5963069773928256}",,,0.018282,0.30592932939503337,1.5963069773928256,1122.9646266142618,551.3506842976675,9.998782506776891,5.0909955,16,0.00018562292027916264,32,0.049475280333664357,16
stage1_huggingfaceh4_ultrachat_200k_0001_s1_3063243,HuggingFaceH4/ultrachat_200k,huggingfaceh4_ultrachat_200k,stage1,1,ok,3.162768053723745,3.1337791415497493,3.2345584898150426,11644.410563334153,8825.2,outputs/history/curves/stage1_huggingfaceh4_ultrachat_200k_0001_s1_3063243.jsonl,0,2026-02-21T19:21:07.383483+00:00,"{""batch_size"": 4, ""learning_rate"": 0.00212630367845917, ""lora_alpha"": 16, ""lora_dropout"": 0.011206552660671963, ""lora_r"": 64}","{""char_per_token"": 5.0909955, ""examples_sampled"": 1781.0, ""hapax_ratio"": 0.30592932939503337, ""mean_seq_len"": 1122.9646266142618, ""std_seq_len"": 551.3506842976675, ""token_entropy"": 9.998782506776891, ""tokens_sampled"": 2000000.0, ""ttr_score"": 0.018282, ""zipf_alpha"": 1.5963069773928256}",,,0.018282,0.30592932939503337,1.5963069773928256,1122.9646266142618,551.3506842976675,9.998782506776891,5.0909955,64,0.00212630367845917,16,0.011206552660671963,4
stage1_huggingfaceh4_ultrachat_200k_0007_s1_2780826,HuggingFaceH4/ultrachat_200k,huggingfaceh4_ultrachat_200k,stage1,1,ok,2.9085923921945898,2.8796034800205943,3.060078793070717,11016.283655054582,8329.2,outputs/history/curves/stage1_huggingfaceh4_ultrachat_200k_0007_s1_2780826.jsonl,0,2026-02-21T19:21:09.455915+00:00,"{""batch_size"": 4, ""learning_rate"": 5.532627986620324e-05, ""lora_alpha"": 8, ""lora_dropout"": 0.07354973947764241, ""lora_r"": 32}","{""char_per_token"": 5.0909955, ""examples_sampled"": 1781.0, ""hapax_ratio"": 0.30592932939503337, ""mean_seq_len"": 1122.9646266142618, ""std_seq_len"": 551.3506842976675, ""token_entropy"": 9.998782506776891, ""tokens_sampled"": 2000000.0, ""ttr_score"": 0.018282, ""zipf_alpha"": 1.5963069773928256}",,,0.018282,0.30592932939503337,1.5963069773928256,1122.9646266142618,551.3506842976675,9.998782506776891,5.0909955,32,5.532627986620324e-05,8,0.07354973947764241,4
stage1_huggingfaceh4_ultrachat_200k_0009_s1_5594950,HuggingFaceH4/ultrachat_200k,huggingfaceh4_ultrachat_200k,stage1,1,ok,3.1130415172470123,3.084052605073017,1.2955536867463047,4663.993272286697,9349.2,outputs/history/curves/stage1_huggingfaceh4_ultrachat_200k_0009_s1_5594950.jsonl,0,2026-02-21T19:21:09.462211+00:00,"{""batch_size"": 8, ""learning_rate"": 0.0016130496406539417, ""lora_alpha"": 128, ""lora_dropout"": 0.09955366422391163, ""lora_r"": 4}","{""char_per_token"": 5.0909955, ""examples_sampled"": 1781.0, ""hapax_ratio"": 0.30592932939503337, ""mean_seq_len"": 1122.9646266142618, ""std_seq_len"": 551.3506842976675, ""token_entropy"": 9.998782506776891, ""tokens_sampled"": 2000000.0, ""ttr_score"": 0.018282, ""zipf_alpha"": 1.5963069773928256}",,,0.018282,0.30592932939503337,1.5963069773928256,1122.9646266142618,551.3506842976675,9.998782506776891,5.0909955,4,0.0016130496406539417,128,0.09955366422391163,8
stage1_huggingfaceh4_ultrachat_200k_0011_s1_5680779,HuggingFaceH4/ultrachat_200k,huggingfaceh4_ultrachat_200k,stage1,1,ok,3.027822758606995,2.9988338464329996,0.6477768433731523,2331.9966361433485,11557.2,outputs/history/curves/stage1_huggingfaceh4_ultrachat_200k_0011_s1_5680779.jsonl,0,2026-02-21T19:21:09.484243+00:00,"{""batch_size"": 16, ""learning_rate"": 5.232127601179229e-05, ""lora_alpha"": 32, ""lora_dropout"": 0.1902546858952845, ""lora_r"": 4}","{""char_per_token"": 5.0909955, ""examples_sampled"": 1781.0, ""hapax_ratio"": 0.30592932939503337, ""mean_seq_len"": 1122.9646266142618, ""std_seq_len"": 551.3506842976675, ""token_entropy"": 9.998782506776891, ""tokens_sampled"": 2000000.0, ""ttr_score"": 0.018282, ""zipf_alpha"": 1.5963069773928256}",,,0.018282,0.30592932939503337,1.5963069773928256,1122.9646266142618,551.3506842976675,9.998782506776891,5.0909955,4,5.232127601179229e-05,32,0.1902546858952845,16
stage1_huggingfaceh4_ultrachat_200k_0006_s1_7442539,HuggingFaceH4/ultrachat_200k,huggingfaceh4_ultrachat_200k,stage1,1,ok,2.9702861194439074,2.941297207269912,1.3694236194066516,4929.925029863945,9409.2,outputs/history/curves/stage1_huggingfaceh4_ultrachat_200k_0006_s1_7442539.jsonl,0,2026-02-21T19:21:09.485233+00:00,"{""batch_size"": 8, ""learning_rate"": 0.0010185442113215487, ""lora_alpha"": 128, ""lora_dropout"": 0.09757026076938347, ""lora_r"": 8}","{""char_per_token"": 5.0909955, ""examples_sampled"": 1781.0, ""hapax_ratio"": 0.30592932939503337, ""mean_seq_len"": 1122.9646266142618, ""std_seq_len"": 551.3506842976675, ""token_entropy"": 9.998782506776891, ""tokens_sampled"": 2000000.0, ""ttr_score"": 0.018282, ""zipf_alpha"": 1.5963069773928256}",,,0.018282,0.30592932939503337,1.5963069773928256,1122.9646266142618,551.3506842976675,9.998782506776891,5.0909955,8,0.0010185442113215487,128,0.09757026076938347,8
